,product_id,category_id,category_code,brand,price,user_id,score,user_productid,product_name,count
1137,16100819,2053013558156853815,nan,attribute,5.61,520837900,1,520837900-16100819, attribute,3
1138,42600003,2096280601366626625,nan,autoprofi,45.05,512746875,1,512746875-42600003, autoprofi,171
1139,16700748,2053013559901684381,furniture.kitchen.chair,mamadoma,48.91,524052298,1,524052298-16700748,furniture.kitchen.chair mamadoma,5
1140,6701082,2053013554247762257,computers.components.videocards,gainward,455.83,512424146,1,512424146-6701082,computers.components.videocards gainward,10
1141,8500485,2053013552259662037,nan,daewoo,2548.02,548113221,1,548113221-8500485, daewoo,6
1142,28100645,2053013564918072245,nan,solomon,308.89,538322133,1,538322133-28100645, solomon,4
1143,17601388,2053013558895051365,nan,arkadia,35.26,520624934,1,520624934-17601388, arkadia,2
1144,11200355,2053013562946749253,appliances.personal.scales,maxwell,11.51,519589854,1,519589854-11200355,appliances.personal.scales maxwell,15
1145,32900067,2055156924407612189,accessories.bag,fisherman,27.29,518780152,1,518780152-32900067,accessories.bag fisherman,76
1146,18400245,2053013553912217915,nan,skylor,77.22,555463670,1,555463670-18400245, skylor,9
1147,3700699,2053013565983425517,appliances.environment.vacuum,irobot,319.45,533296017,1,533296017-3700699,appliances.environment.vacuum irobot,21
1148,9200668,2053013552913973497,computers.peripherals.keyboard,delux,48.14,550042142,1,550042142-9200668,computers.peripherals.keyboard delux,9
1149,5801445,2053013553945772349,electronics.audio.subwoofer,kenwood,177.61,555462681,1,555462681-5801445,electronics.audio.subwoofer kenwood,23
1150,45100007,2106075725441269865,nan,bot,7.72,555465009,1,555465009-45100007, bot,55
1151,17302173,2053013553853497655,nan,dkny,47.72,547798861,1,547798861-17302173, dkny,1
1152,7005398,2053013560346280633,kids.carriage,alis,128.68,512569389,1,512569389-7005398,kids.carriage alis,16
1153,12201111,2116907525176557699,sport.bicycle,scool,123.56,514016645,1,514016645-12201111,sport.bicycle scool,11
1154,6000065,2053013560807654091,auto.accessories.alarm,pandora,120.98,551169298,1,551169298-6000065,auto.accessories.alarm pandora,41
1155,4802205,2053013554658804075,electronics.audio.headphone,marshall,89.83,525907087,1,525907087-4802205,electronics.audio.headphone marshall,94
1156,4600377,2053013563944993659,appliances.kitchen.dishwasher,electrolux,504.49,555462466,1,555462466-4600377,appliances.kitchen.dishwasher electrolux,9
1157,26800011,2053013564641248165,nan,jkexer,939.53,543300003,1,543300003-26800011, jkexer,8
1158,6301588,2053013554834964853,appliances.kitchen.kettle,bosch,123.53,512435480,1,512435480-6301588,appliances.kitchen.kettle bosch,12
1159,2800591,2053013563835941749,appliances.kitchen.refrigerators,leadbros,190.48,554839729,1,554839729-2800591,appliances.kitchen.refrigerators leadbros,16
1160,9200670,2053013552913973497,computers.peripherals.keyboard,redragon,48.14,550042142,1,550042142-9200670,computers.peripherals.keyboard redragon,4
1161,2402894,2053013563743667055,appliances.kitchen.hood,zorg,162.54,555464681,1,555464681-2402894,appliances.kitchen.hood zorg,3
1162,19600193,2053013558836331105,nan,cettua,2.55,520624934,1,520624934-19600193, cettua,4
1163,6902936,2053013560312726199,furniture.living_room.chair,nania,63.32,512545369,1,512545369-6902936,furniture.living_room.chair nania,1
1164,28711567,2053013565824041955,apparel.shoes.sandals,ara,62.55,550284046,1,550284046-28711567,apparel.shoes.sandals ara,4
1165,7600189,2053013552821698803,nan,tenda,25.22,551967376,1,551967376-7600189, tenda,9
1166,19600286,2053013558836331105,nan,purederm,2.18,520624934,1,520624934-19600286, purederm,21
1167,28300421,2053013566243472379,accessories.wallet,petek,89.58,513086518,1,513086518-28300421,accessories.wallet petek,3
1168,13103882,2053013553526341921,nan,bkf,346.16,512389896,1,512389896-13103882, bkf,5
1169,9200260,2053013552913973497,computers.peripherals.keyboard,acme,46.33,534545800,1,534545800-9200260,computers.peripherals.keyboard acme,1
1170,6200521,2053013552293216471,appliances.environment.air_heater,etalon,31.66,512993384,1,512993384-6200521,appliances.environment.air_heater etalon,34
1171,22700027,2053013556168753601,nan,yato,200.21,514553522,1,514553522-22700027, yato,7
1172,7700100,2053013556437189073,nan,dbpower,66.67,555255607,1,555255607-7700100, dbpower,8
1173,42000025,2102307650380235197,nan,thule,862.31,512425344,1,512425344-42000025, thule,10
1174,10503224,2053013553199186187,nan,barbie,17.34,531569236,1,531569236-10503224, barbie,2
1175,12202589,2116907525176557699,sport.bicycle,progress,219.54,519614577,1,519614577-12202589,sport.bicycle progress,2
1176,9200192,2053013552913973497,computers.peripherals.keyboard,kingston,97.54,550042142,1,550042142-9200192,computers.peripherals.keyboard kingston,13
1177,28101521,2053013564918072245,nan,kartal,274.14,514813858,1,514813858-28101521, kartal,36
1178,7102010,2053013555464110485,furniture.bedroom.bed,micuna,998.34,522457213,1,522457213-7102010,furniture.bedroom.bed micuna,2
1179,5700160,2053013553970938175,auto.accessories.player,mystery,45.05,528013577,1,528013577-5700160,auto.accessories.player mystery,26
1180,8801021,2053013555573162395,electronics.telephone,nobby,23.3,521005401,1,521005401-8801021,electronics.telephone nobby,7
1181,28716006,2053013565069067197,apparel.shoes.keds,jordan,154.19,539620652,1,539620652-28716006,apparel.shoes.keds jordan,115
1182,9200350,2053013552913973497,computers.peripherals.keyboard,razer,108.05,550042142,1,550042142-9200350,computers.peripherals.keyboard razer,4
1183,30000019,2127425436764865054,construction.tools.welding,edon,54.57,555464002,1,555464002-30000019,construction.tools.welding edon,67
1184,23900079,2053013561814287111,nan,barokko,14.41,528036075,1,528036075-23900079, barokko,1
1185,7600527,2053013552821698803,nan,mercusys,10.55,518304276,1,518304276-7600527, mercusys,2
1186,13104495,2053013553526341921,nan,vossen,411.85,523974741,1,523974741-13104495, vossen,6
1187,2702222,2053013563911439225,appliances.kitchen.refrigerators,whirlpool,483.67,515917492,1,515917492-2702222,appliances.kitchen.refrigerators whirlpool,7
1188,36200009,2071489994601529806,nan,daye,6.92,520837900,1,520837900-36200009, daye,1
1189,4804428,2053013554658804075,electronics.audio.headphone,usams,48.62,549376954,1,549376954-4804428,electronics.audio.headphone usams,78
1190,10201076,2053013553224352013,kids.dolls,mattel,28.03,524806890,1,524806890-10201076,kids.dolls mattel,4
1191,36000034,2096280538292683405,appliances.kitchen.kettle,wellberg,33.29,514900214,1,514900214-36000034,appliances.kitchen.kettle wellberg,18
1192,1801771,2053013554415534427,electronics.video.tv,changhong,178.9,533850417,1,533850417-1801771,electronics.video.tv changhong,151
1193,21402006,2053013561579406073,electronics.clocks,lorus,69.76,542135335,1,542135335-21402006,electronics.clocks lorus,2
1194,6300051,2053013554834964853,appliances.kitchen.kettle,panasonic,102.08,555465044,1,555465044-6300051,appliances.kitchen.kettle panasonic,11
1195,4201112,2053013552351936731,appliances.environment.air_conditioner,atlantic,300.57,515883490,1,515883490-4201112,appliances.environment.air_conditioner atlantic,16
1196,4000035,2053013566142809077,construction.tools.generator,karcher,180.57,513571633,1,513571633-4000035,construction.tools.generator karcher,16
1197,3701375,2053013565983425517,appliances.environment.vacuum,hoover,147.21,527913971,1,527913971-3701375,appliances.environment.vacuum hoover,23
1198,29501844,2071490004441367490,nan,muscletech,30.63,517411395,1,517411395-29501844, muscletech,8
1199,6300142,2053013554834964853,appliances.kitchen.kettle,braun,51.46,512435480,1,512435480-6300142,appliances.kitchen.kettle braun,14
1200,17700739,2053013558861496931,nan,babor,49.68,520624934,1,520624934-17700739, babor,2
1201,36200004,2071489994601529806,nan,smeg,79.82,520837900,1,520837900-36200004, smeg,5
1202,16200067,2053013556344914381,kids.fmcg.diapers,merries,16.36,555255607,1,555255607-16200067,kids.fmcg.diapers merries,21
1203,10502790,2053013553199186187,nan,firepower,7.7,537699765,1,537699765-10502790, firepower,1
1204,9001276,2053013553140465927,kids.toys,ty,6.41,515045254,1,515045254-9001276,kids.toys ty,8
1205,6300985,2053013554834964853,appliances.kitchen.kettle,redmond,69.47,542903935,1,542903935-6300985,appliances.kitchen.kettle redmond,12
1206,4803831,2053013554658804075,electronics.audio.headphone,pioneer,115.83,525907087,1,525907087-4803831,electronics.audio.headphone pioneer,4
1207,11200196,2053013562946749253,appliances.personal.scales,bene,9.09,542659426,1,542659426-11200196,appliances.personal.scales bene,20
1208,28400955,2053013566209917945,accessories.bag,picard,119.69,512937756,1,512937756-28400955,accessories.bag picard,3
1209,3700268,2053013565983425517,appliances.environment.vacuum,zelmer,162.17,527913971,1,527913971-3700268,appliances.environment.vacuum zelmer,3
1210,14300363,2053013557544485393,nan,alesis,293.64,514272540,1,514272540-14300363, alesis,7
1211,8902486,2053013553090134275,kids.toys,cubicfun,13.41,555465156,1,555465156-8902486,kids.toys cubicfun,2
1212,29000023,2053013562871251777,nan,welss,84.92,554059287,1,554059287-29000023, welss,17
1213,12100242,2053013555816432043,kids.skates,e-twow,481.83,549520189,1,549520189-12100242,kids.skates e-twow,16
1214,10201614,2053013553224352013,kids.dolls,sariel,6.41,520810534,1,520810534-10201614,kids.dolls sariel,10
1215,25100025,2053013562116277013,construction.tools.light,mantra,76.17,519668981,1,519668981-25100025,construction.tools.light mantra,6
1216,7006254,2053013560346280633,kids.carriage,anex,640.94,532129985,1,532129985-7006254,kids.carriage anex,35
1217,17301401,2053013553853497655,nan,montblanc,63.91,546542886,1,546542886-17301401, montblanc,25
1218,9001887,2053013553140465927,kids.toys,fancy,37.04,515045254,1,515045254-9001887,kids.toys fancy,3
1219,3000106,2053013555120177537,appliances.kitchen.steam_cooker,tefal,58.33,517212223,1,517212223-3000106,appliances.kitchen.steam_cooker tefal,41
1220,2900766,2053013554776244595,appliances.kitchen.microwave,bosch,308.09,553282055,1,553282055-2900766,appliances.kitchen.microwave bosch,17
1221,28711589,2053013565824041955,apparel.shoes.sandals,tuffoni,55.34,550284046,1,550284046-28711589,apparel.shoes.sandals tuffoni,3
1222,25800019,2053013562292437791,medicine.tools.tonometer,nan,26.21,527393263,1,527393263-25800019,medicine.tools.tonometer ,39
1223,4500770,2053013563877884791,appliances.kitchen.hob,greta,29.6,518663207,1,518663207-4500770,appliances.kitchen.hob greta,10
1224,28718229,2053013565480109009,apparel.shoes.keds,tamaris,76.96,519056791,1,519056791-28718229,apparel.shoes.keds tamaris,2
1225,11400257,2053013558458843721,nan,remax,33.44,514588199,1,514588199-11400257, remax,25
1226,4700608,2053013560899928785,auto.accessories.videoregister,playme,223.92,512698113,1,512698113-4700608,auto.accessories.videoregister playme,20
1227,51500003,2135658545893344074,nan,solarstorm,53.54,513987609,1,513987609-51500003, solarstorm,10
1228,5800275,2053013553945772349,electronics.audio.subwoofer,mystery,172.46,549543417,1,549543417-5800275,electronics.audio.subwoofer mystery,46
1229,6301972,2053013554834964853,appliances.kitchen.kettle,smeg,198.95,512435480,1,512435480-6301972,appliances.kitchen.kettle smeg,14
1230,7005059,2053013560346280633,kids.carriage,babytime,62.52,555122752,1,555122752-7005059,kids.carriage babytime,103
1231,34800092,2062461754293617058,nan,carfashion,60.23,551809489,1,551809489-34800092, carfashion,120
1232,28717631,2053013565748544479,apparel.shoes,alpina,109.4,512437914,1,512437914-28717631,apparel.shoes alpina,8
1233,13600034,2053013557477376525,furniture.bathroom.bath,sharking,413.52,555465005,1,555465005-13600034,furniture.bathroom.bath sharking,6
1234,3701400,2053013565983425517,appliances.environment.vacuum,kitfort,43.5,514918881,1,514918881-3701400,appliances.environment.vacuum kitfort,15
1235,14100480,2053013557670314521,electronics.audio.acoustic,squier,157.79,555465132,1,555465132-14100480,electronics.audio.acoustic squier,24
1236,4501856,2053013563877884791,appliances.kitchen.hob,beko,303.16,545152970,1,545152970-4501856,appliances.kitchen.hob beko,14
1237,8800936,2053013555573162395,electronics.telephone,inoi,15.41,547322134,1,547322134-8800936,electronics.telephone inoi,18
1238,11400673,2053013558458843721,nan,iwalk,38.35,514588199,1,514588199-11400673, iwalk,10
1239,28713629,2053013565748544479,apparel.shoes,destra,37.58,512437914,1,512437914-28713629,apparel.shoes destra,10
1240,10400513,2053013553257906447,kids.toys,silverlit,64.09,513287695,1,513287695-10400513,kids.toys silverlit,8
1241,22200172,2053013558785999453,nan,gehwol,33.46,527026911,1,527026911-22200172, gehwol,3
1242,11200249,2053013562946749253,appliances.personal.scales,polaris,23.17,513642974,1,513642974-11200249,appliances.personal.scales polaris,1
1243,22700155,2053013556168753601,nan,gedore,50.71,533325131,1,533325131-22700155, gedore,13
1244,18200063,2053013554499420513,electronics.audio.acoustic,bose,721.05,516337821,1,516337821-18200063,electronics.audio.acoustic bose,6
1245,8900915,2053013553090134275,kids.toys,ladida,36.04,555465205,1,555465205-8900915,kids.toys ladida,16
1246,12713027,2053013553559896355,nan,hankook,102.96,514612294,1,514612294-12713027, hankook,6
1247,35900001,2070747673358500784,nan,apollo,12.59,543945962,1,543945962-35900001, apollo,11
1248,25100142,2053013562116277013,construction.tools.light,lezard,2.73,513202784,1,513202784-25100142,construction.tools.light lezard,2
1249,16200365,2053013556344914381,kids.fmcg.diapers,pampers,12.5,555255607,1,555255607-16200365,kids.fmcg.diapers pampers,16
1250,17300393,2053013553853497655,nan,bulgari,66.24,550332886,1,550332886-17300393, bulgari,1
1251,31000221,2055156924315337497,nan,humminbird,259.21,513820235,1,513820235-31000221, humminbird,3
1252,18400214,2053013553912217915,nan,jvc,91.38,532091364,1,532091364-18400214, jvc,15
1253,18200073,2053013554499420513,electronics.audio.acoustic,samsung,283.12,515190609,1,515190609-18200073,electronics.audio.acoustic samsung,6
1254,20900593,2053013561453576945,nan,roncato,486.5,539239406,1,539239406-20900593, roncato,1
1255,46900035,2110937189033444097,accessories.bag,easycamp,29.09,518780152,1,518780152-46900035,accessories.bag easycamp,19
1256,18200039,2053013554499420513,electronics.audio.acoustic,sony,643.14,516337821,1,516337821-18200039,electronics.audio.acoustic sony,4
1257,15200426,2053013553484398879,nan,kainar,46.85,515072625,1,515072625-15200426, kainar,6
1258,22800104,2053013560463721151,nan,weifeng,16.73,512852948,1,512852948-22800104, weifeng,28
1259,27700714,2053013560086233771,construction.tools.pump,magnetta,102.96,517119288,1,517119288-27700714,construction.tools.pump magnetta,33
1260,8800672,2053013555573162395,electronics.telephone,irbis,10.49,552479186,1,552479186-8800672,electronics.telephone irbis,17
1261,2400665,2053013563743667055,appliances.kitchen.hood,turboair,46.31,513686575,1,513686575-2400665,appliances.kitchen.hood turboair,51
1262,11200121,2053013562946749253,appliances.personal.scales,xiaomi,26.45,513642974,1,513642974-11200121,appliances.personal.scales xiaomi,17
1263,17600828,2053013558895051365,nan,vichy,23.76,552410658,1,552410658-17600828, vichy,5
1264,1480469,2053013561092866779,computers.desktop,dell,1286.78,512792501,1,512792501-1480469,computers.desktop dell,2
1265,4000195,2053013566142809077,construction.tools.generator,scarlett,32.39,531200433,1,531200433-4000195,construction.tools.generator scarlett,44
1266,4600384,2053013563944993659,appliances.kitchen.dishwasher,whirlpool,463.33,538777819,1,538777819-4600384,appliances.kitchen.dishwasher whirlpool,5
1267,12200998,2116907525235277959,sport.bicycle,greenbike,1156.64,514016645,1,514016645-12200998,sport.bicycle greenbike,7
1268,4900011,2053013555220840837,appliances.kitchen.juicer,braun,144.12,554585696,1,554585696-4900011,appliances.kitchen.juicer braun,23
1269,27300008,2053013563366179673,nan,jetpik,162.54,520809256,1,520809256-27300008, jetpik,33
1270,23700097,2053013561847841545,furniture.bedroom.blanket,askona,74.08,518925085,1,518925085-23700097,furniture.bedroom.blanket askona,16
1271,28717937,2053013565782098913,apparel.shoes,cover,122.27,553156157,1,553156157-28717937,apparel.shoes cover,37
1272,4700634,2053013560899928785,auto.accessories.videoregister,intego,154.44,512698113,1,512698113-4700634,auto.accessories.videoregister intego,60
1273,40600032,2088750507198775704,nan,huntkey,11.33,512795539,1,512795539-40600032, huntkey,2
1274,5301501,2053013563173241677,nan,moser,21.31,555465608,1,555465608-5301501, moser,1
1275,49800018,2126679654801604876,accessories.bag,ritmix,3.69,551809489,1,551809489-49800018,accessories.bag ritmix,34
1276,28711793,2053013565824041955,apparel.shoes.sandals,indiana,50.45,550284046,1,550284046-28711793,apparel.shoes.sandals indiana,2
1277,5701059,2053013553970938175,auto.accessories.player,clarion,77.22,513634510,1,513634510-5701059,auto.accessories.player clarion,24
1278,18400137,2053013553912217915,nan,hertz,183.25,532091364,1,532091364-18400137, hertz,1
1279,13600173,2053013557477376525,furniture.bathroom.bath,zara,214.86,555465005,1,555465005-13600173,furniture.bathroom.bath zara,5
1280,10900225,2053013555069845885,appliances.kitchen.mixer,saturn,13.64,533162845,1,533162845-10900225,appliances.kitchen.mixer saturn,10
1281,30500023,2053013559985570467,country_yard.cultivator,huter,126.36,512841631,1,512841631-30500023,country_yard.cultivator huter,15
1282,16600094,2053013560287560373,nan,rivertoys,177.1,533380575,1,533380575-16600094, rivertoys,50
1283,20900638,2053013561453576945,nan,travelite,127.42,539239406,1,539239406-20900638, travelite,1
1284,2402006,2053013563743667055,appliances.kitchen.hood,hansa,231.38,518381755,1,518381755-2402006,appliances.kitchen.hood hansa,9
1285,8700231,2053013563097744201,appliances.personal.hair_cutter,maxwell,10.04,532137440,1,532137440-8700231,appliances.personal.hair_cutter maxwell,5
1286,28713835,2053013565152953281,apparel.shoes.step_ins,greyder,43.76,513641937,1,513641937-28713835,apparel.shoes.step_ins greyder,1
1287,40600104,2088750507198775704,nan,ipower,6.92,512795539,1,512795539-40600104, ipower,2
1288,28718171,2053013565706601437,apparel.shoes.moccasins,salamander,66.67,537411723,1,537411723-28718171,apparel.shoes.moccasins salamander,16
1289,12100135,2053013555816432043,kids.skates,candy,51.48,555465731,1,555465731-12100135,kids.skates candy,1
1290,18200008,2053013554499420513,electronics.audio.acoustic,lg,154.42,517993042,1,517993042-18200008,electronics.audio.acoustic lg,26
1291,27700188,2053013560086233771,construction.tools.pump,pedrollo,895.98,551660838,1,551660838-27700188,construction.tools.pump pedrollo,3
1292,17300714,2053013553853497655,nan,mancera,181.73,515834423,1,515834423-17300714, mancera,10
1293,22700465,2053013556168753601,nan,startul,155.35,434894256,1,434894256-22700465, startul,57
1294,9002786,2053013553140465927,kids.toys,bestoy,72.07,533380575,1,533380575-9002786,kids.toys bestoy,33
1295,12202099,2116907525176557699,sport.bicycle,gt,308.63,514016645,1,514016645-12202099,sport.bicycle gt,2
1296,12712873,2053013553559896355,nan,ovation,41.19,513396951,1,513396951-12712873, ovation,20
1297,35700016,2136935916512478049,appliances.kitchen.kettle,apollo,15.42,520837900,1,520837900-35700016,appliances.kitchen.kettle apollo,26
1298,35900012,2070747673358500784,nan,taller,10.27,543945962,1,543945962-35900012, taller,3
1299,28711654,2053013565824041955,apparel.shoes.sandals,burgerschuhe,60.49,550284046,1,550284046-28711654,apparel.shoes.sandals burgerschuhe,6
1300,30900504,2053013554004492609,computers.components.cooler,enermax,10.32,512852948,1,512852948-30900504,computers.components.cooler enermax,1
1301,7101300,2053013555464110485,furniture.bedroom.bed,uomo,180.16,531390762,1,531390762-7101300,furniture.bedroom.bed uomo,4
1302,1480638,2053013561092866779,computers.desktop,asus,2059.23,555465457,1,555465457-1480638,computers.desktop asus,177
1303,5801701,2053013553945772349,electronics.audio.subwoofer,fli,141.57,541398869,1,541398869-5801701,electronics.audio.subwoofer fli,32
1304,17200422,2053013559792632471,furniture.living_room.sofa,divalux,888.05,555463100,1,555463100-17200422,furniture.living_room.sofa divalux,23
1305,23200992,2053013562359546659,nan,dox,6.44,555465712,1,555465712-23200992, dox,2
1306,3700781,2053013565983425517,appliances.environment.vacuum,polaris,34.72,533296017,1,533296017-3700781,appliances.environment.vacuum polaris,167
1307,46900012,2110937189033444097,accessories.bag,coleman,64.33,518780152,1,518780152-46900012,accessories.bag coleman,11
1308,4803841,2053013554658804075,electronics.audio.headphone,numark,91.38,525907087,1,525907087-4803841,electronics.audio.headphone numark,2
1309,7004616,2053013560346280633,kids.carriage,bertoni,55.11,555122752,1,555122752-7004616,kids.carriage bertoni,41
1310,16400150,2053013558249128509,nan,bohemia,470.41,512559748,1,512559748-16400150, bohemia,3
1311,46900028,2110937189033444097,accessories.bag,dometic,198.07,518780152,1,518780152-46900028,accessories.bag dometic,4
1312,40600130,2088750507198775704,nan,cyberpower,8.87,512795539,1,512795539-40600130, cyberpower,1
1313,5800860,2053013553945772349,electronics.audio.subwoofer,phantom,15.44,551606209,1,551606209-5800860,electronics.audio.subwoofer phantom,176
1314,21406260,2053013561579406073,electronics.clocks,citizen,96.01,542135335,1,542135335-21406260,electronics.clocks citizen,4
1315,28713485,2053013565589160919,nan,greyder,56.63,530007338,1,530007338-28713485, greyder,5
1316,2800160,2053013563835941749,appliances.kitchen.refrigerators,pozis,388.11,536943818,1,536943818-2800160,appliances.kitchen.refrigerators pozis,7
1317,2400925,2053013563743667055,appliances.kitchen.hood,mbs,155.19,518381755,1,518381755-2400925,appliances.kitchen.hood mbs,2
1318,22700762,2053013556168753601,nan,tundra,91.42,531063605,1,531063605-22700762, tundra,13
1319,27700740,2053013560086233771,construction.tools.pump,alteco,29.09,551660838,1,551660838-27700740,construction.tools.pump alteco,6
1320,47600006,2110937217663763331,apparel.jacket,aivengo,50.43,517953667,1,517953667-47600006,apparel.jacket aivengo,2
1321,28707970,2053013565857596389,apparel.shoes.ballet_shoes,nan,13.9,537411723,1,537411723-28707970,apparel.shoes.ballet_shoes ,2
1322,46200064,2110187395688169553,apparel.skirt,nan,16.73,517953667,1,517953667-46200064,apparel.skirt ,3
1323,7004549,2053013560346280633,kids.carriage,rant,69.47,555122752,1,555122752-7004549,kids.carriage rant,59
1324,17800168,2053013559868129947,computers.desktop,aerocool,171.92,551055706,1,551055706-17800168,computers.desktop aerocool,37
1325,27300029,2053013563366179673,nan,waterpik,154.18,527393263,1,527393263-27300029, waterpik,15
1326,5800865,2053013553945772349,electronics.audio.subwoofer,edge,160.85,551606209,1,551606209-5800865,electronics.audio.subwoofer edge,113
1327,46300002,2110937218225800069,apparel.dress,sly,46.83,517953667,1,517953667-46300002,apparel.dress sly,1
1328,44300057,2100825583029060150,apparel.jeans,nan,55.86,522168682,1,522168682-44300057,apparel.jeans ,8
1329,40600020,2088750507198775704,nan,sven,10.27,512795539,1,512795539-40600020, sven,2
1330,10900210,2053013555069845885,appliances.kitchen.mixer,braun,87.26,549770181,1,549770181-10900210,appliances.kitchen.mixer braun,24
1331,12714692,2053013553559896355,nan,centara,35.78,527400877,1,527400877-12714692, centara,6
1332,9101154,2053013552888807671,computers.peripherals.mouse,defender,5.87,512939390,1,512939390-9101154,computers.peripherals.mouse defender,4
1333,17500466,2053013558752445019,nan,collistar,29.63,515085919,1,515085919-17500466, collistar,1
1334,23000112,2164367422893589471,nan,castrol,23.42,555466110,1,555466110-23000112, castrol,30
1335,11000257,2053013554960793975,appliances.kitchen.toster,vitek,22.88,541516521,1,541516521-11000257,appliances.kitchen.toster vitek,8
1336,5801017,2053013553945772349,electronics.audio.subwoofer,audison,262.71,517085634,1,517085634-5801017,electronics.audio.subwoofer audison,1
1337,28710831,2053013565589160919,nan,rieker,25.74,550284046,1,550284046-28710831, rieker,1
1338,52000015,2137704922018218396,nan,persona,301.17,513641937,1,513641937-52000015, persona,2
1339,40600009,2088750507198775704,nan,allocacoc,20.34,512795539,1,512795539-40600009, allocacoc,1
1340,8000348,2053013556579795419,nan,huanger,32.18,517416775,1,517416775-8000348, huanger,48
1341,6000032,2053013560807654091,auto.accessories.alarm,cenmax,70.02,512479338,1,512479338-6000032,auto.accessories.alarm cenmax,206
1342,18300633,2053013558945383017,accessories.bag,acer,102.94,542299866,1,542299866-18300633,accessories.bag acer,9
1343,2900777,2053013554776244595,appliances.kitchen.microwave,bbk,60.21,513442496,1,513442496-2900777,appliances.kitchen.microwave bbk,3
1344,12201172,2116907525176557699,sport.bicycle,specialized,1029.63,515849111,1,515849111-12201172,sport.bicycle specialized,5
1345,2501927,2053013564003713919,appliances.kitchen.oven,aeg,59.18,513442496,1,513442496-2501927,appliances.kitchen.oven aeg,8
1346,11200451,2053013562946749253,appliances.personal.scales,huawei,33.44,513642974,1,513642974-11200451,appliances.personal.scales huawei,48
1347,4400518,2053013555095011711,appliances.kitchen.coffee_machine,gorenje,28.29,513489586,1,513489586-4400518,appliances.kitchen.coffee_machine gorenje,12
1348,1201408,2172371436436455782,electronics.tablet,lenovo,76.17,555465940,1,555465940-1201408,electronics.tablet lenovo,90
1349,31300095,2053013558072967729,nan,homeart,1.67,520837900,1,520837900-31300095, homeart,11
1350,4502612,2053013563877884791,appliances.kitchen.hob,candy,239.36,515222287,1,515222287-4502612,appliances.kitchen.hob candy,2
1351,36700020,2075210506573972478,nan,karya,16.73,547469497,1,547469497-36700020, karya,30
1352,46400013,2110937219005940617,apparel.trousers,sly,39.62,517953667,1,517953667-46400013,apparel.trousers sly,1
1353,52900036,2139150089359196199,accessories.bag,stanley,41.19,527172522,1,527172522-52900036,accessories.bag stanley,5
1354,2900583,2053013554776244595,appliances.kitchen.microwave,electrolux,154.42,512452399,1,512452399-2900583,appliances.kitchen.microwave electrolux,22
1355,9100605,2053013552888807671,computers.peripherals.mouse,crown,6.13,512939390,1,512939390-9100605,computers.peripherals.mouse crown,7
1356,6701088,2053013554247762257,computers.components.videocards,evga,1499.91,551199342,1,551199342-6701088,computers.components.videocards evga,17
1357,5301165,2053013563173241677,nan,gemei,18.02,513287695,1,513287695-5301165, gemei,18
1358,4502174,2053013563877884791,appliances.kitchen.hob,electrolux,355.2,515222287,1,515222287-4502174,appliances.kitchen.hob electrolux,5
1359,1801991,2053013554415534427,electronics.video.tv,irbis,100.39,555464247,1,555464247-1801991,electronics.video.tv irbis,255
1360,4900289,2053013555220840837,appliances.kitchen.juicer,elenberg,43.73,525265004,1,525265004-4900289,appliances.kitchen.juicer elenberg,86
1361,1480149,2053013561092866779,computers.desktop,neo,746.22,513367326,1,513367326-1480149,computers.desktop neo,7
1362,12100786,2053013555816432043,kids.skates,segway,371.18,513352409,1,513352409-12100786,kids.skates segway,11
1363,4201311,2053013552351936731,appliances.environment.air_conditioner,mdv,1644.8,515883490,1,515883490-4201311,appliances.environment.air_conditioner mdv,8
1364,7004743,2053013560346280633,kids.carriage,cybex,373.21,520606661,1,520606661-7004743,kids.carriage cybex,37
1365,8900510,2053013553090134275,kids.toys,fisher-price,51.34,539360204,1,539360204-8900510,kids.toys fisher-price,15
1366,22600016,2165087460176953468,auto.accessories.compressor,chameleon,75.42,518669916,1,518669916-22600016,auto.accessories.compressor chameleon,11
1367,1306686,2053013558920217191,computers.notebook,prestigio,257.15,517160182,1,517160182-1306686,computers.notebook prestigio,190
1368,18300020,2053013558945383017,accessories.bag,miracle,10.27,542299866,1,542299866-18300020,accessories.bag miracle,9
1369,12200724,2116907525176557699,sport.bicycle,cannondale,334.37,516638043,1,516638043-12200724,sport.bicycle cannondale,3
1370,12200053,2116907525235277959,sport.bicycle,xiaomi,643.49,514016645,1,514016645-12200053,sport.bicycle xiaomi,46
1371,6200345,2053013552293216471,appliances.environment.air_heater,klima,46.08,552199588,1,552199588-6200345,appliances.environment.air_heater klima,51
1372,31501167,2053013558031024687,nan,carlsbad,271.23,544822553,1,544822553-31501167, carlsbad,157
1373,31300080,2053013558072967729,nan,koopman,5.23,520837900,1,520837900-31300080, koopman,12
1374,1801837,2053013554415534427,electronics.video.tv,rebus,179.92,517950125,1,517950125-1801837,electronics.video.tv rebus,70
1375,7005975,2053013560346280633,kids.carriage,easywalker,244.54,514219940,1,514219940-7005975,kids.carriage easywalker,3
1376,8800488,2053013555573162395,electronics.telephone,hiper,16.86,512684520,1,512684520-8800488,electronics.telephone hiper,8
1377,17600979,2053013558895051365,nan,origins,58.02,512401200,1,512401200-17600979, origins,3
1378,13800557,2053013557418656265,furniture.bathroom.toilet,rosa,36.44,546867081,1,546867081-13800557,furniture.bathroom.toilet rosa,17
